timestamp,site,power_kw
2026-06-01T13:15:00,Siège Est,241.8
2026-06-01T13:15:00,Usine Nord,957.0
2026-06-01T13:30:00,Atelier Sud,303.0
2026-06-01T13:30:00,Siège Est,246.1
2026-06-01T13:30:00,Usine Nord,920.9
2026-06-01T13:45:00,Atelier Sud,294.3
2026-06-01T13:45:00,Siège Est,244.9
2026-06-01T13:45:00,Usine Nord,912.8
2026-06-01T14:00:00,Atelier Sud,261.3
2026-06-01T14:00:00,Siège Est,224.0
2026-06-01T14:00:00,Usine Nord,981.0
2026-06-01T14:15:00,Atelier Sud,297.2
2026-06-01T14:15:00,Siège Est,236.9
2026-06-01T14:15:00,Usine Nord,936.4
2026-06-01T14:30:00,Atelier Sud,284.7
2026-06-01T14:30:00,Siège Est,252.8
2026-06-01T14:30:00,Usine Nord,933.6
2026-06-01T14:45:00,Atelier Sud,259.0
2026-06-01T14:45:00,Siège Est,257.6
2026-06-01T14:45:00,Usine Nord,945.1
2026-06-01T15:00:00,Atelier Sud,255.6
2026-06-01T15:00:00,Siège Est,245.4
2026-06-01T15:00:00,Usine Nord,934.5
2026-06-01T15:15:00,Atelier Sud,240.4
2026-06-01T15:15:00,Siège Est,249.4
2026-06-01T15:15:00,Usine Nord,996.1
2026-06-01T15:30:00,Atelier Sud,230.5
2026-06-01T15:30:00,Siège Est,247.3
2026-06-01T15:30:00,Usine Nord,959.9
2026-06-01T15:45:00,Atelier Sud,218.6
2026-06-01T15:45:00,Siège Est,227.9
2026-06-01T15:45:00,Usine Nord,968.0
2026-06-01T16:00:00,Atelier Sud,196.7
2026-06-01T16:00:00,Siège Est,230.6
2026-06-01T16:00:00,Usine Nord,969.2
2026-06-01T16:15:00,Atelier Sud,211.7
2026-06-01T16:15:00,Siège Est,238.1
2026-06-01T16:15:00,Usine Nord,995.8
2026-06-01T16:30:00,Atelier Sud,146.8
2026-06-01T16:30:00,Siège Est,235.0
2026-06-01T16:30:00,Usine Nord,901.8
2026-06-01T16:45:00,Atelier Sud,136.3
2026-06-01T16:45:00,Siège Est,242.6
2026-06-01T16:45:00,Usine Nord,966.7
2026-06-01T17:00:00,Atelier Sud,140.0
2026-06-01T17:00:00,Siège Est,234.4
2026-06-01T17:00:00,Usine Nord,953.8
2026-06-01T17:15:00,Atelier Sud,136.7
2026-06-01T17:15:00,Siège Est,221.7
2026-06-01T17:15:00,Usine Nord,951.8
2026-06-01T17:30:00,Atelier Sud,107.3
2026-06-01T17:30:00,Siège Est,229.9
2026-06-01T17:30:00,Usine Nord,975.2
2026-06-01T17:45:00,Atelier Sud,89.1
2026-06-01T17:45:00,Siège Est,227.8
2026-06-01T17:45:00,Usine Nord,963.5
2026-06-01T18:00:00,Atelier Sud,72.2
2026-06-01T18:00:00,Siège Est,261.7
2026-06-01T18:00:00,Usine Nord,912.8
2026-06-01T18:15:00,Atelier Sud,56.1
2026-06-01T18:15:00,Siège Est,248.4
2026-06-01T18:15:00,Usine Nord,955.4
2026-06-01T18:30:00,Atelier Sud,81.2
2026-06-01T18:30:00,Siège Est,238.0
2026-06-01T18:30:00,Usine Nord,946.4
2026-06-01T18:45:00,Atelier Sud,74.1
2026-06-01T18:45:00,Siège Est,233.1
2026-06-01T18:45:00,Usine Nord,974.0
2026-06-01T19:00:00,Atelier Sud,70.9
2026-06-01T19:00:00,Siège Est,79.9
2026-06-01T19:00:00,Usine Nord,905.1
2026-06-01T19:15:00,Atelier Sud,77.2
2026-06-01T19:15:00,Siège Est,67.3
2026-06-01T19:15:00,Usine Nord,963.8
2026-06-01T19:30:00,Atelier Sud,71.9
2026-06-01T19:30:00,Siège Est,51.8
2026-06-01T19:30:00,Usine Nord,953.2
2026-06-01T19:45:00,Atelier Sud,57.9
2026-06-01T19:45:00,Siège Est,59.7
2026-06-01T19:45:00,Usine Nord,964.2
2026-06-01T20:00:00,Atelier Sud,80.7
2026-06-01T20:00:00,Siège Est,68.7
2026-06-01T20:00:00,Usine Nord,958.5
2026-06-01T20:15:00,Atelier Sud,57.8
2026-06-01T20:15:00,Siège Est,66.9
2026-06-01T20:15:00,Usine Nord,905.0
2026-06-01T20:30:00,Atelier Sud,49.1
2026-06-01T20:30:00,Siège Est,65.1
2026-06-01T20:30:00,Usine Nord,965.0
2026-06-01T20:45:00,Atelier Sud,84.4
2026-06-01T20:45:00,Siège Est,57.6
2026-06-01T20:45:00,Usine Nord,949.3
2026-06-01T21:00:00,Atelier Sud,59.4
2026-06-01T21:00:00,Siège Est,65.3
2026-06-01T21:00:00,Usine Nord,933.0
2026-06-01T21:15:00,Atelier Sud,69.2
2026-06-01T21:15:00,Siège Est,76.6
2026-06-01T21:15:00,Usine Nord,970.3
2026-06-01T21:30:00,Atelier Sud,87.0
2026-06-01T21:30:00,Siège Est,71.8
2026-06-01T21:30:00,Usine Nord,949.1
2026-06-01T21:45:00,Atelier Sud,70.4
2026-06-01T21:45:00,Siège Est,77.6
2026-06-01T21:45:00,Usine Nord,985.7
2026-06-01T22:00:00,Atelier Sud,75.1
2026-06-01T22:00:00,Siège Est,60.3
2026-06-01T22:00:00,Usine Nord,671.6
2026-06-01T22:15:00,Atelier Sud,56.8
2026-06-01T22:15:00,Siège Est,67.7
2026-06-01T22:15:00,Usine Nord,624.4
2026-06-01T22:30:00,Atelier Sud,55.5
2026-06-01T22:30:00,Siège Est,64.9
2026-06-01T22:30:00,Usine Nord,665.3
2026-06-01T22:45:00,Atelier Sud,52.8
2026-06-01T22:45:00,Siège Est,72.2
2026-06-01T22:45:00,Usine Nord,648.4
2026-06-01T23:00:00,Atelier Sud,74.3
2026-06-01T23:00:00,Siège Est,81.4
2026-06-01T23:00:00,Usine Nord,647.8
2026-06-01T23:15:00,Atelier Sud,62.7
2026-06-01T23:15:00,Siège Est,65.6
2026-06-01T23:15:00,Usine Nord,645.2
2026-06-01T23:30:00,Atelier Sud,60.4
2026-06-01T23:30:00,Siège Est,70.8
2026-06-01T23:30:00,Usine Nord,670.4
2026-06-01T23:45:00,Atelier Sud,74.3
2026-06-01T23:45:00,Siège Est,55.3
2026-06-01T23:45:00,Usine Nord,631.1
2026-06-02T00:00:00,Atelier Sud,51.2
2026-06-02T00:00:00,Siège Est,75.2
2026-06-02T00:00:00,Usine Nord,657.8
2026-06-02T00:15:00,Atelier Sud,76.0
2026-06-02T00:15:00,Siège Est,69.7
2026-06-02T00:15:00,Usine Nord,615.2
2026-06-02T00:30:00,Atelier Sud,83.7
2026-06-02T00:30:00,Siège Est,74.9
2026-06-02T00:30:00,Usine Nord,655.4
2026-06-02T00:45:00,Atelier Sud,81.4
2026-06-02T00:45:00,Siège Est,72.4
2026-06-02T00:45:00,Usine Nord,621.1
2026-06-02T01:00:00,Atelier Sud,88.4
2026-06-02T01:00:00,Siège Est,77.6
2026-06-02T01:00:00,Usine Nord,620.9
2026-06-02T01:15:00,Atelier Sud,69.3
2026-06-02T01:15:00,Siège Est,76.1
2026-06-02T01:15:00,Usine Nord,647.4
2026-06-02T01:30:00,Atelier Sud,58.0
2026-06-02T01:30:00,Siège Est,60.5
2026-06-02T01:30:00,Usine Nord,624.1
2026-06-02T01:45:00,Atelier Sud,69.2
2026-06-02T01:45:00,Siège Est,71.2
2026-06-02T01:45:00,Usine Nord,672.2
2026-06-02T02:00:00,Atelier Sud,61.9
2026-06-02T02:00:00,Siège Est,72.9
2026-06-02T02:00:00,Usine Nord,624.7
2026-06-02T02:15:00,Atelier Sud,51.3
2026-06-02T02:15:00,Siège Est,81.6
2026-06-02T02:15:00,Usine Nord,683.0
2026-06-02T02:30:00,Atelier Sud,80.7
2026-06-02T02:30:00,Siège Est,61.2
2026-06-02T02:30:00,Usine Nord,666.1
2026-06-02T02:45:00,Atelier Sud,65.2
2026-06-02T02:45:00,Siège Est,70.8
2026-06-02T02:45:00,Usine Nord,650.5
2026-06-02T03:00:00,Atelier Sud,78.5
2026-06-02T03:00:00,Siège Est,71.8
2026-06-02T03:00:00,Usine Nord,662.1
2026-06-02T03:15:00,Atelier Sud,84.1
2026-06-02T03:15:00,Siège Est,68.9
2026-06-02T03:15:00,Usine Nord,652.9
2026-06-02T03:30:00,Atelier Sud,30.8
2026-06-02T03:30:00,Siège Est,61.9
2026-06-02T03:30:00,Usine Nord,699.5
2026-06-02T03:45:00,Atelier Sud,54.0
2026-06-02T03:45:00,Siège Est,59.9
2026-06-02T03:45:00,Usine Nord,659.3
2026-06-02T04:00:00,Atelier Sud,60.0
2026-06-02T04:00:00,Siège Est,79.3
2026-06-02T04:00:00,Usine Nord,635.7
2026-06-02T04:15:00,Atelier Sud,71.7
2026-06-02T04:15:00,Siège Est,66.4
2026-06-02T04:15:00,Usine Nord,656.8
2026-06-02T04:30:00,Atelier Sud,56.8
2026-06-02T04:30:00,Siège Est,59.0
2026-06-02T04:30:00,Usine Nord,641.1
2026-06-02T04:45:00,Atelier Sud,74.6
2026-06-02T04:45:00,Siège Est,65.7
2026-06-02T04:45:00,Usine Nord,647.0
2026-06-02T05:00:00,Atelier Sud,71.2
2026-06-02T05:00:00,Siège Est,56.0
2026-06-02T05:00:00,Usine Nord,635.7
2026-06-02T05:15:00,Atelier Sud,63.6
2026-06-02T05:15:00,Siège Est,63.9
2026-06-02T05:15:00,Usine Nord,636.9
2026-06-02T05:30:00,Atelier Sud,70.0
2026-06-02T05:30:00,Siège Est,66.3
2026-06-02T05:30:00,Usine Nord,666.7
2026-06-02T05:45:00,Atelier Sud,49.6
2026-06-02T05:45:00,Siège Est,66.0
2026-06-02T05:45:00,Usine Nord,647.5
2026-06-02T06:00:00,Atelier Sud,53.5
2026-06-02T06:00:00,Siège Est,61.1
2026-06-02T06:00:00,Usine Nord,966.7
2026-06-02T06:15:00,Atelier Sud,98.9
2026-06-02T06:15:00,Siège Est,70.2
2026-06-02T06:15:00,Usine Nord,943.4
2026-06-02T06:30:00,Atelier Sud,98.1
2026-06-02T06:30:00,Siège Est,65.4
2026-06-02T06:30:00,Usine Nord,948.2
2026-06-02T06:45:00,Atelier Sud,141.6
2026-06-02T06:45:00,Siège Est,68.0
2026-06-02T06:45:00,Usine Nord,939.9
2026-06-02T07:00:00,Atelier Sud,166.7
2026-06-02T07:00:00,Siège Est,66.2
2026-06-02T07:00:00,Usine Nord,977.9
2026-06-02T07:15:00,Atelier Sud,166.5
2026-06-02T07:15:00,Siège Est,64.7
2026-06-02T07:15:00,Usine Nord,985.6
2026-06-02T07:30:00,Atelier Sud,168.9
2026-06-02T07:30:00,Siège Est,73.3
2026-06-02T07:30:00,Usine Nord,948.2
2026-06-02T07:45:00,Atelier Sud,218.1
2026-06-02T07:45:00,Siège Est,74.0
2026-06-02T07:45:00,Usine Nord,969.5
2026-06-02T08:00:00,Atelier Sud,235.3
2026-06-02T08:00:00,Siège Est,240.0
2026-06-02T08:00:00,Usine Nord,919.0
2026-06-02T08:15:00,Atelier Sud,252.3
2026-06-02T08:15:00,Siège Est,229.3
2026-06-02T08:15:00,Usine Nord,922.7
2026-06-02T08:30:00,Atelier Sud,259.6
2026-06-02T08:30:00,Siège Est,246.4
2026-06-02T08:30:00,Usine Nord,966.1
2026-06-02T08:45:00,Atelier Sud,262.0
2026-06-02T08:45:00,Siège Est,222.9
2026-06-02T08:45:00,Usine Nord,912.5
2026-06-02T09:00:00,Atelier Sud,276.8
2026-06-02T09:00:00,Siège Est,252.5
2026-06-02T09:00:00,Usine Nord,1010.5
2026-06-02T09:15:00,Atelier Sud,299.2
2026-06-02T09:15:00,Siège Est,243.1
2026-06-02T09:15:00,Usine Nord,972.1
2026-06-02T09:30:00,Atelier Sud,317.6
2026-06-02T09:30:00,Siège Est,250.4
2026-06-02T09:30:00,Usine Nord,987.7
2026-06-02T09:45:00,Atelier Sud,306.4
2026-06-02T09:45:00,Siège Est,251.8
2026-06-02T09:45:00,Usine Nord,948.3
2026-06-02T10:00:00,Atelier Sud,346.5
2026-06-02T10:00:00,Siège Est,217.8
2026-06-02T10:00:00,Usine Nord,921.0
2026-06-02T10:15:00,Atelier Sud,308.9
2026-06-02T10:15:00,Siège Est,233.9
2026-06-02T10:15:00,Usine Nord,931.1
2026-06-02T10:30:00,Atelier Sud,313.3
2026-06-02T10:30:00,Siège Est,247.8
2026-06-02T10:30:00,Usine Nord,931.4
2026-06-02T10:45:00,Atelier Sud,325.4
2026-06-02T10:45:00,Siège Est,250.8
2026-06-02T10:45:00,Usine Nord,968.6
2026-06-02T11:00:00,Atelier Sud,355.5
2026-06-02T11:00:00,Siège Est,226.2
2026-06-02T11:00:00,Usine Nord,927.9
2026-06-02T11:15:00,Atelier Sud,315.2
2026-06-02T11:15:00,Siège Est,233.5
2026-06-02T11:15:00,Usine Nord,932.7
2026-06-02T11:30:00,Atelier Sud,328.5
2026-06-02T11:30:00,Siège Est,249.0
2026-06-02T11:30:00,Usine Nord,984.3
2026-06-02T11:45:00,Atelier Sud,350.5
2026-06-02T11:45:00,Siège Est,235.6
2026-06-02T11:45:00,Usine Nord,923.9
2026-06-02T12:00:00,Atelier Sud,356.8
2026-06-02T12:00:00,Siège Est,241.2
2026-06-02T12:00:00,Usine Nord,936.6
2026-06-02T12:15:00,Atelier Sud,278.9
2026-06-02T12:15:00,Siège Est,240.0
2026-06-02T12:15:00,Usine Nord,980.0
2026-06-02T12:30:00,Atelier Sud,312.7
2026-06-02T12:30:00,Siège Est,248.4
2026-06-02T12:30:00,Usine Nord,1004.7
2026-06-02T12:45:00,Atelier Sud,395.6
2026-06-02T12:45:00,Siège Est,245.7
2026-06-02T12:45:00,Usine Nord,914.6
2026-06-02T13:00:00,Atelier Sud,348.7
2026-06-02T13:00:00,Siège Est,245.7
2026-06-02T13:00:00,Usine Nord,897.8
2026-06-02T13:15:00,Atelier Sud,353.5
2026-06-02T13:15:00,Siège Est,242.8
2026-06-02T13:15:00,Usine Nord,935.2
2026-06-02T13:30:00,Atelier Sud,293.3
2026-06-02T13:30:00,Siège Est,238.2
2026-06-02T13:30:00,Usine Nord,955.0
2026-06-02T13:45:00,Atelier Sud,295.5
2026-06-02T13:45:00,Siège Est,254.6
2026-06-02T13:45:00,Usine Nord,949.4
2026-06-02T14:00:00,Atelier Sud,252.7
2026-06-02T14:00:00,Siège Est,234.0
2026-06-02T14:00:00,Usine Nord,938.2
2026-06-02T14:15:00,Atelier Sud,315.0
2026-06-02T14:15:00,Siège Est,226.3
2026-06-02T14:15:00,Usine Nord,922.3
2026-06-02T14:30:00,Atelier Sud,287.7
2026-06-02T14:30:00,Siège Est,228.0
2026-06-02T14:30:00,Usine Nord,968.8
2026-06-02T14:45:00,Atelier Sud,281.2
2026-06-02T14:45:00,Siège Est,251.4
2026-06-02T14:45:00,Usine Nord,939.2
2026-06-02T15:00:00,Atelier Sud,237.8
2026-06-02T15:00:00,Siège Est,228.1
2026-06-02T15:00:00,Usine Nord,936.1
2026-06-02T15:15:00,Atelier Sud,212.1
2026-06-02T15:15:00,Siège Est,247.5
2026-06-02T15:15:00,Usine Nord,951.3
2026-06-02T15:30:00,Atelier Sud,252.8
2026-06-02T15:30:00,Siège Est,226.3
2026-06-02T15:30:00,Usine Nord,982.1
2026-06-02T15:45:00,Atelier Sud,211.6
2026-06-02T15:45:00,Siège Est,241.9
2026-06-02T15:45:00,Usine Nord,954.3
2026-06-02T16:00:00,Atelier Sud,212.9
2026-06-02T16:00:00,Siège Est,240.5
2026-06-02T16:00:00,Usine Nord,1007.0
2026-06-02T16:15:00,Atelier Sud,184.5
2026-06-02T16:15:00,Siège Est,234.3
2026-06-02T16:15:00,Usine Nord,943.5
2026-06-02T16:30:00,Atelier Sud,165.6
2026-06-02T16:30:00,Siège Est,240.5
2026-06-02T16:30:00,Usine Nord,963.9
2026-06-02T16:45:00,Atelier Sud,166.6
2026-06-02T16:45:00,Siège Est,256.6
2026-06-02T16:45:00,Usine Nord,903.7
2026-06-02T17:00:00,Atelier Sud,131.9
2026-06-02T17:00:00,Siège Est,248.5
2026-06-02T17:00:00,Usine Nord,936.3
2026-06-02T17:15:00,Atelier Sud,102.5
2026-06-02T17:15:00,Siège Est,255.6
2026-06-02T17:15:00,Usine Nord,950.0
2026-06-02T17:30:00,Atelier Sud,122.4
2026-06-02T17:30:00,Siège Est,248.5
2026-06-02T17:30:00,Usine Nord,935.2
2026-06-02T17:45:00,Atelier Sud,68.1
2026-06-02T17:45:00,Siège Est,251.4
2026-06-02T17:45:00,Usine Nord,933.4
2026-06-02T18:00:00,Atelier Sud,70.8
2026-06-02T18:00:00,Siège Est,248.6
2026-06-02T18:00:00,Usine Nord,938.4
2026-06-02T18:15:00,Atelier Sud,72.3
2026-06-02T18:15:00,Siège Est,236.5
2026-06-02T18:15:00,Usine Nord,929.3
2026-06-02T18:30:00,Atelier Sud,65.3
2026-06-02T18:30:00,Siège Est,245.2
2026-06-02T18:30:00,Usine Nord,938.8
2026-06-02T18:45:00,Atelier Sud,63.2
2026-06-02T18:45:00,Siège Est,253.8
2026-06-02T18:45:00,Usine Nord,952.2
2026-06-02T19:00:00,Atelier Sud,83.5
2026-06-02T19:00:00,Siège Est,72.2
2026-06-02T19:00:00,Usine Nord,958.8
2026-06-02T19:15:00,Atelier Sud,52.8
2026-06-02T19:15:00,Siège Est,73.4
2026-06-02T19:15:00,Usine Nord,927.0
2026-06-02T19:30:00,Atelier Sud,85.8
2026-06-02T19:30:00,Siège Est,74.9
2026-06-02T19:30:00,Usine Nord,946.1
2026-06-02T19:45:00,Atelier Sud,45.5
2026-06-02T19:45:00,Siège Est,83.7
2026-06-02T19:45:00,Usine Nord,933.0
2026-06-02T20:00:00,Atelier Sud,58.8
2026-06-02T20:00:00,Siège Est,59.9
2026-06-02T20:00:00,Usine Nord,970.6
2026-06-02T20:15:00,Atelier Sud,74.4
2026-06-02T20:15:00,Siège Est,85.8
2026-06-02T20:15:00,Usine Nord,988.7
2026-06-02T20:30:00,Atelier Sud,90.6
2026-06-02T20:30:00,Siège Est,63.7
2026-06-02T20:30:00,Usine Nord,955.0
2026-06-02T20:45:00,Atelier Sud,110.4
2026-06-02T20:45:00,Siège Est,68.5
2026-06-02T20:45:00,Usine Nord,959.8
2026-06-02T21:00:00,Atelier Sud,44.1
2026-06-02T21:00:00,Siège Est,77.6
2026-06-02T21:00:00,Usine Nord,944.8
2026-06-02T21:15:00,Atelier Sud,56.6
2026-06-02T21:15:00,Siège Est,63.5
2026-06-02T21:15:00,Usine Nord,961.5
2026-06-02T21:30:00,Atelier Sud,76.5
2026-06-02T21:30:00,Siège Est,80.2
2026-06-02T21:30:00,Usine Nord,946.2
2026-06-02T21:45:00,Atelier Sud,84.7
2026-06-02T21:45:00,Siège Est,73.8
2026-06-02T21:45:00,Usine Nord,922.9
2026-06-02T22:00:00,Atelier Sud,72.2
2026-06-02T22:00:00,Siège Est,77.4
2026-06-02T22:00:00,Usine Nord,676.5
2026-06-02T22:15:00,Atelier Sud,97.7
2026-06-02T22:15:00,Siège Est,66.0
2026-06-02T22:15:00,Usine Nord,698.5
2026-06-02T22:30:00,Atelier Sud,76.4
2026-06-02T22:30:00,Siège Est,63.1
2026-06-02T22:30:00,Usine Nord,663.0
2026-06-02T22:45:00,Atelier Sud,60.1
2026-06-02T22:45:00,Siège Est,71.9
2026-06-02T22:45:00,Usine Nord,649.1
2026-06-02T23:00:00,Atelier Sud,49.8
2026-06-02T23:00:00,Siège Est,64.3
2026-06-02T23:00:00,Usine Nord,659.7
2026-06-02T23:15:00,Atelier Sud,58.3
2026-06-02T23:15:00,Siège Est,71.8
2026-06-02T23:15:00,Usine Nord,686.2
2026-06-02T23:30:00,Atelier Sud,76.9
2026-06-02T23:30:00,Siège Est,91.2
2026-06-02T23:30:00,Usine Nord,639.0
2026-06-02T23:45:00,Atelier Sud,74.5
2026-06-02T23:45:00,Siège Est,77.5
2026-06-02T23:45:00,Usine Nord,665.5
2026-06-03T00:00:00,Atelier Sud,27.7
2026-06-03T00:00:00,Siège Est,70.9
2026-06-03T00:00:00,Usine Nord,653.2
2026-06-03T00:15:00,Atelier Sud,67.7
2026-06-03T00:15:00,Siège Est,72.7
2026-06-03T00:15:00,Usine Nord,601.6
